review,rating
khedma n9iya makinch blocage télécommande sri3a chromecast 100% mkhayra li bghah yetwekel 3la lah maghadich yendem,5.0
Produit top marche très bien,4.0
منتج جيد لكن ثمنه مرتفع بالمقارنة مع منتجات أخرى من نفس النوع وأفضل منه في الاعدادات,4.0
c'est l'appareil idéal si vous voulez donner une seconde vie à votre télévision,5.0
Perfect,5.0
بصراحة جيدة انصح بشرائها سرعة فالتوصيل منتوج اصلية لشركة رائدة,5.0
جيدة وعملية انصح بها,5.0
Produit parfait fonctionne très bien merci au vendeur pour son honnêteté l’un des meilleurs box que j’ai jamais acheté .,5.0
Les prix xiaomi sont trop élevés par rapport à la qualité qu'ils offrent. On peut trouver des appareils qui offrent la même expérience pour 300dh.,1.0
Mazyaan mais l9it fih mochkil wahad mafhamtoch mnin kan connecter Mi Box M3a Jbl speaker b Bluetooth kiwali décalage mabin sora osawt,4.0
"Explications plus que sommaires, ne répond pas su tout à mes attentes.",2.0
منتوج ممتاز جدا مقارنة بالتمن .تخفيض خطير وعمل متقن جدا جمييييل,5.0
"Un peu fragile et moyennement stable, uniquement destiné aux débutants.",2.0
Je l’ai pas encore essayé à l’extérieur mais déjà le produit donne bien ????????,4.0
"Rapport prix qualité raisonnable, produit solid, fait le boulot",5.0
المنتج ممتاز لاكن القاعدة الي يركب عليها الهاتف تخرب بسرعة,4.0
Je deteste,1.0
Je vous le conseilles,5.0
Même si un peu cher,5.0
"Ce produit correspondant exactement à mon besoin. La télécommande fonctionne parfaitement. La seule remarque que j'ai est que le plastique utilisé est de très mauvaise qualité, très fragile et complètement différent du plastique robuste de la télécommande d'origine. Mais la télécommande fonctionne exactement comme l'original",5.0
Pratique,5.0
Ça marche bien jusqu'à maintenant,4.0
مناسب و صالح,5.0
Fonctionne très bien,5.0
Le produit n'est pas d'origine. Lorsque j'ai mis les piles. Ca ne marchait pas car un des ressorts n'était pas en contact avec une pile. Après 1 minute de bricolage pour écarter le ressort. Ca marche bien. La télécommande repond au besoin.,3.0
Telecommande qui marche une fois sur dix Très déçu de cet achat,1.0
Fonctionne très bien merci,4.0
Bon rapport qualité prix,5.0
Produit à mon attente comme sa description dans le site,5.0
i recommend it,5.0
الحاسوب مع مواصفاته كما في الصورة مع حقيبة و فأرة شكرا لك,5.0
اتمنى لكم التوفيق بصراحة منتوج جيد وانتم جادين في عملكم,5.0
C'est une bonne qualité! merci !,5.0
Pas de commentaires Bien,5.0
ProDesk 600 G2 What I bought but I got ProDesk 600 G1...,2.0
Il répond à mes attentes,5.0
"Souris nadia , clavier maxi qualité mais cv",4.0
La souris est en bon qualité très bon aussi pour le clavier justement l'éclairage et un peu,5.0
"je peux pas voir les lettre dans la nuit ""avec la lumière du clavier",4.0
Nadi bzf w 9adi,5.0
i like it thank you,4.0
Mo9rana m3a taman dayz,5.0
Sourie Nadia clavier na9ss,2.0
"je pense que le clavier est qwerty comme il est mooontre dans les photo, mais j'ai trouvais ""AZERTY"" !!! a pars ca je te donne 5 étoiles.",3.0
أفضل من الصور,5.0
Excellente,5.0
Wa3rin,5.0
BIEN 33,5.0
نعم في بعض الأحيان ينقطع التواصل مع الحاسوب,3.0
بضاعة رائعة خاصك الا ماعندكش اموال تترعرع خود ليك هادي,5.0
اضواء,5.0
كاليتي مكفسة دغيا تخصرات,1.0
LMOHIM HADI TSLAH LI BARI RIR XI SOURI GAMER IDWZ BIHA LWA9T 3LA L3OUMOUM SOURIS NADYA,5.0
زوينة ولكن ملي كتلعب بيها كتبدا تعرك ليك فإدك كتشعل بضواو بموقارنة لتمان تستاهل,4.0
GOOD ONE,5.0
nice gradient colors,5.0
Bon rapprot qualité prix,4.0
La qualité du produit,5.0
nadya binesba ltaman dyalha,5.0
Noice,4.0
saraha khedama mzyam,5.0
مناسب بالنسبة لتمانها,4.0
Mauvaise qualité.,1.0
سوري قاضيا غاراض,5.0
The best choice,5.0
"mouse زوبنة ف شكل و ف الخدمة عادي, تتبان صحيحة و تقيلة فالوزن . بالنسبة الثمن راه مزيانة",4.0
Satisfait,5.0
بعد تجريبه لمدة طويلة، تبين أنه أصلي لكن السعة مقابل الثمن غير متكافئة، أجده غاليا نسبيا.,4.0
Original bonne qualité prix,5.0
"tres vitessse , without problem ...",5.0
"Kolchi howa hadak lhmdullah, tbarkllah 3likom.",5.0
"Disque SSD fonctionnelle, rapid et efficace pour améliorer les performances d'un ancien laptop.",5.0
جيد جدا,5.0
Reçu en bon état après 3jours!,4.0
راااائع أنصه به,5.0
"منتوج اصلي, ثمن مناسب, وفي مستوى التطلعات الجهاز أسرع بكثير والتجربة اكثر من رائعة",5.0
Kansh ank tchriha 6400dpi ou t9dr tbdl rgb wa3r ou kat5dm bla tapis,5.0
Wa3ra 7ta rgb wa3r,5.0
Merci joumia,5.0
Points positifs : facilement transportable Points negatifs : difficile de le garder stable quand il ne porte pas de PC...,5.0
sghira chwiya 3la pc portable 15 pouces,4.0
Malgré sa petite taille il est de bonne qualité,3.0
100/100,4.0
adéquat et parfait pour tout type de pc,5.0
"Très pratique, je l'utilise partout et je vais même en commander un autre",5.0
"J'adore le produit, la qualité est au rendez-vous, le seul bémol katza3za3 men wa7ed rejal walakin mam2atrach o chad liya pc ta3i mzn, merci bcp",4.0
Petit par rapport au pc de taille 15.6,1.0
la taille de support est compatible juste pour les PC de 15'' est moins,3.0
"ce produit est tres bien il fait le taff comme décrit, stable et robust, je ne m'inquiète pas pour mon pc quand il est dessus",5.0
imprimante performante superbe,5.0
منتج دا جودة متوسطة,4.0
Lors de ma préparation de l’imprimante j’ai remarqué que l’encre est déjà installé..et quand j’ai lancé l’impression un message s’affiche “ il n’y a presque plus d’encre’ je suis déçue ! Donc peut-être même l’imprimante est déjà utilisée !,3.0
Sd9at Top,5.0
Impeccable,5.0
الطابعة راءعة وتستحق ثمنها لقد وجدت ماابحت عنه .,5.0
éclater au sous sol même a l'école il y a des meilleures souris,3.0
Bonne produit,5.0
i recommend; good size and weight,5.0
Bien pour son prix,3.0
enough for its price,4.0
رائع جدا صالح لاصحاب الألعاب,4.0
"Je mets 4 étoiles pour ce produit, très bonne qualité à part que les lumières ne s'allument pas toutes en même temps comme on peut le voir sur les images.",4.0
Tres ordinaire pour utiliser,5.0
mo9arana m3a taman ... Nadiya,4.0
"bonne souris fluide mais faites attention a le faire tomber , pour le prix c'est 9/10",4.0
Excellent produit bonne qualite,4.0
Zwina bsinba ltaman,3.0
Rapide mais facile a casser,5.0
..,4.0
,5.0
Bon rapport qualité prix,4.0
clavier wa3r ysstahel tamano,5.0
Le clavier et tres bon mais la touche espace fait bcp de bruit et bug parfois,3.0
Ostoori,5.0
pour ce prix je pense que c'est bien.,4.0
Très bon produit,5.0
Le prix est intéressant et la capacité est suffisante pour stocker mes données personnelles,5.0
Produit conforme,5.0
"Utiliser crystal disk C'est un logiciel pour vérifier l'état de disque, heureusement celui est parfait bon etat et neuf",4.0
Produit d'origine conforme à la description. Copie rapide.,5.0
C’est bon merci,5.0
nasse li 3andha des documents sensibles wla des photos sensibles blama yfkro y uploadihom sur internet khod had disque dur externe 3.0 sri3 kay3tik 100Mb/s fal vitesse o 500Go kafya bach tkhabi fiha dakchi sensible dyalak o khali ssd dyal pc mrta7,5.0
كل شيء على ما يرام حتى الآن بصرف النظر عن سعة القرص ثلاثة نجوم,3.0
فحصت الهارد درايف ووجدت أنه مستعمل لأكتر من 2600 ساعة لا أنصح به!,1.0
Hta 3mrto b les donnés dyawli o khssar tblocka et mab9ash kaydétecta f pc mn b3d 2 j bash khdito .d3itkom allah,1.0
لاينصح به في الالعاب ..,3.0
"Je l'ai acheté cela fait des mois maintenant et je ne le regrette pas. Très pratique, silencieuse et tiens bien. Vous avez aussi le choix pour changer l'éclairage. Je recommande",5.0
Je le recommande,4.0
Un produit qui fonctionne tres bien,1.0
"La charge tient bien, très bonne qualité",5.0
Pas mal Après 3 jrs d'utilisation,4.0
"Excellent produit je comprends pas pourquoi il avait de mauvaise note ???? Très bonne autonomie, très stylé, silencieuse que du bonheur",5.0
Très bon produit Conforme à la description Qualité super,5.0
Le produit est parfait ! Merci Jumia,5.0
"Cette souris n a pas de Bluetooth uniquement, pas de stickers La souris est silencieuse mais se plante systématiquement Je ne recommande pas.",1.0
Nadia bjhd,5.0
bien w m7kom m3a l yed,5.0
جيدا جدا انصح به,5.0
zewina fal khadma o gaming walakin li yado sghira makans7oche yakhodha souris kbira bzf,4.0
good product,5.0
good product,4.0
"Its just cool , good for playing fortnite and other games",5.0
BON PRODUIT,5.0
Livraison rapide produit de bonne qualité par rapport au prix.,5.0
J ai aimé,3.0
جودة جد رديئة,1.0
Mabihch,4.0
bon rapport qualité prix,5.0
Saraha qualité très bonne kont kntw93 xihaja na9ssa ms mnli 7alita tsdmt mn qualité dyala mhm bnissba l service htahowa zwin livraison mat3tltx bsaf ou livreur drafat ou lmo3amala mhm tbrklh 3likom,5.0
good quality,5.0
Size and everything is good,5.0
Bonne qualité,5.0
Identique à la photo et la qualité est bonne,5.0
Cartable léger avec compartiments,5.0
very good,5.0
Magnifique clavier 5/5,5.0
Tres bon clavier compare a son prix,5.0
Good product.,5.0
Clavier trés bon et a trés bas prix,5.0
"I liked the keyboard, with blue switches so it has noticed, but fast like so fast, yet the problem that I faces was JUMIA no the keyboard, I received the first order of the keyboard with a problem with button R so I asked for a replacement, yet I had to wait for 2 weeks until I got the product",4.0
"Très bon clavier pour le prix, recommandé",5.0
Bon clavier,5.0
bon ... mais bizzare,4.0
clavier zwin,5.0
Le plus beau clavier que j'ai testé dans ma carrière,5.0
bnsba l qualite priix rah mzyan dyal bsseh,5.0
Howa kbir chwia walakin swt zwin Lcartona fach ja mbzta walakin casque lhrba,4.0
Not that good quality you get what you paid for The packaging was terrible,3.0
Sot dialo hrban o quality dial l mic nadia,5.0
جودة الصوت رائعة،لكن المايكروفون ضعيف قليلا،لكن بهذا السعر فهو مقبول,3.0
O HOUWA KBIR XWIYA MAXI FIF TSWIRA,5.0
Casque zwin bnisba ltamano gha howa kayskhon lax3alty rgb,5.0
zwin wsafi yah,3.0
c'est un produit que je recommande,4.0
sawt wa3r mo9arana m3a taman wllh ta wa3r,5.0
basse qualité,1.0
Cheap quality...,1.0
trop belle,5.0
Mon fils adore,5.0
"Mauvaise qualité, un énorme ecart entre les photos et la réalité il ressemble à rien",1.0
Qualite bon et grande tille,5.0
C'est un produit de mauvaise qualité !,1.0
Bonne performance,5.0
très bon qualité prix,5.0
منتج لا بأس به,3.0
Bonne qualité 10/10,5.0
Excellent rapport qualité-prix avec mousse en silicone,5.0
Bon rapport qualité prix,5.0
Produit conforme à la description.,4.0
Très pratique,5.0
منتج جيد و جميل انصح به,5.0
NICE FOR EVERYONE SITS A LONG TIME SURFING LAPTOP BECAUSE IT`S COMFORTABLE . GRAET,5.0
Rien à signaler,3.0
Pas la peine,1.0
منتوج جيد عادي,4.0
Kaystahal prix dyalo,4.0
Mauvise qualite,2.0
Qualité moyenne,3.0
خدمة متميزة في مجال التسوق,5.0
Article trop cher par rapport à la qualité et la fonctionnalité . la tablette est très fragile est loin d’être adorée par les enfants surtout qu ´on ne peut changer la couleur de la police,1.0
Ça va ça fait l'affaire. Prix abordable,3.0
Affichage un peu médiocre,2.0
Deffectueuse après 7 jours,1.0
Produit de bonne qualité.,4.0
Bon produit,5.0
ça marche mais pas de sortie jack,3.0
Bon adaptateur prix convenable,4.0
ناضي خدام بيه وبخير,5.0
Le produit marche bien et satisfait les besoins,5.0
top top top,5.0
صراحة أول مرة نطلب شي حاجة من جوميا ناضي خويا,5.0
المنتوج جيد,4.0
new and works great,5.0
جيد جيد,5.0
bon produit,4.0
"finition du produit en plastique n'est pas à la hauteur, mais acceptable",3.0
طريقة تعامل مع زبناء جيدة ❤ ويشرفني تعامل مع جوميا,5.0
Gooood,4.0
Souris zwena w btaman zween w feha des option mzyanin Kanrecommendeha,5.0
Bon produit,4.0
Tres joli tres rapide legere je recommande,5.0
????????Good,4.0
pour moi n'a fonctionné que quelques jours,3.0
manssh beh for fps games hit maghatfr9sh ben limn wlisr,1.0
كاسك واهر بالنسبة لتمن,5.0
ممتازه,5.0
.bien.,4.0
toop bnsba l taman zwin sot mssafi,5.0
ممتااز,5.0
حسن جدا,5.0
par contre je suis toujours en attente de la facture. (je ne suis pas contente),4.0
"good quality fabric, the measurements are accurate, but I didn't receive the sticker that was promised in the title :/ otherwise, great product ????",4.0
"Mazyana, walakin stickers cadeau majatch m3aha comme noté dans la description de produit",4.0
Ma sensibilité à augmente et surtout mon aim je recommande,4.0
"Les dimensions sont conformes à la description, il a été fabriqué avec un très bon matériau, il a été livré avec une petite éponge pour le nettoyage mais il manque l'autocollant indiqué dans le titre, en tout cas je le trouve adapté à mes besoins et j'espère qu'il ne se décomposera pas de son dos avec le temps.",5.0
Professionnel!,5.0
Bon produit,5.0
convenable pour les presentations,4.0
Good product,5.0
Pas compatible a tous les appareils,4.0
"bonne qualité, spacieux avec plusieurs petits compartiments.",5.0
Good quality,5.0
bonne quality apart les extremite en plastique ca risque de se caser si l'ordinateur et lourd j'aurais aimer les avoir en acier.,3.0
Qualité zwina,5.0
"j'avais pensé que c plus grande (d’après l'image) mais pas c'est pas le cas, il est juste au taille de mon ordinateur !!",2.0
"merci, j'en suis contente",5.0
bonne qualite et prix et classe merci,5.0
جودة جيدة لكن الثمن باهض,5.0
Bien des vrais,5.0
Correspond à notre attente,5.0
Très bonne qualité,5.0
ألوان جودة عالية,5.0
Cartouches classiques.,4.0
Prix correct,5.0
Je recommande,4.0
Très utile pour la data. Je recommande.,5.0
Indispensable et pratique,5.0
متوسط في كل شيء,3.0
reçu comme promis????????????????????,5.0
Is good but the package,4.0
Reçu comme promis????,5.0
"merci beaucoup, c'est arrivé à temps, bon produit.",5.0
ممتازة وتعمل جيدا الف شكر,5.0
Il faut améliorer la qualité de l'emballage elle est très faible à part ça le produit n'est pas ci mal par rapport au prix,4.0
منتوج جيد,3.0
Vraiment c’est top ????,5.0
khdama mzyan ms ktl3 liha 7arara mara mara,5.0
Mouvais qualité,2.0
"Moyenne qualité et Tqila shwiya wshadda frassha , zwina gha l kaykhdmo b pc 3adi mashi l’Gamers",4.0
Article qui répond à mes attentes,5.0
"On peut dire que c'est un très bon ordinateur pour le travail de bureautique , mais pas pour le gaming",2.0
Pc nadi khfif nsa7 ay wa7d ychrih,5.0
منتوج يستحق شراء ، قمت بشرائه لإبني و قد أعجبه جدا ، شكرا جوميا ❤️‍????,5.0
"صراحة دكشي ناضي و البروضوي نقي بزااف , هاداك شي كامل لي فتصويرة وصلني كما هو الكارط كرافيك ناضية معها الألعاب ديالها صراحة جوميا مخلات ليا منقول كنصح أي واحد ياخد من عندهم ثمن فالمتناول جيد جدا تقيييم 10",5.0
Good quality,5.0
good product as described,5.0
لا انصح به,2.0
pas mal,5.0
أن يكون كاما هو في صورة,4.0
Impeccable,5.0
produit saraha nadi botonat nadiyin w fih dwaw bhela f chi boite de nuit b rojola li sybo matloub 7ay aw mayit,5.0
Merci i,5.0
Pas mal machi chi qualité,3.0
جيدة جدا,3.0
Prix correct,5.0
Bon rapport qualité prix.,5.0
"Meilleur rapport qualité/prix : il fonctionne bien, même avec des disques externes (la tension transmise est suffisante, contrairement à d'autres adaptateurs) +++",5.0
I got two one working the other doesn’t,3.0
Works perfect without any issues,5.0
Parfait,5.0
Bon produit,5.0
ca marche tres b1 pour samsung,5.0
Mauvaise qualité,1.0
bien produit,5.0
Khdma mzyan wlkin mni jumai ka tjiblk prodwi ka tjibo m7xar hh wlkin khdam mzn,5.0
working for macbook air m1,5.0
a7san 7aja tl9aha bhad taman lmochkil fiha hwa kt3r9 ydik fiha,4.0
Nadi,5.0
Très bien.,4.0
mzyan bnsba l taman good i recommend it,4.0
غير هو خاص ديرو توصل بالمجان,3.0
c’est une bonne souris,4.0
Mon fils adore mais la trouve très sensible pour certains jeux,5.0
الاضواء,5.0
Qualité-prix,4.0
très précieux,5.0
"Very good quality, i recommend",5.0
المشكل في التوصيل لا تحترمون الوقت,4.0
Mabihch,3.0
Casque zwin o 3jbni. Sot n9i o mzn o mic ta3o n9i o masmo3 mzn. Li b9a kasque r5os o mlih ri ixri hada saraha,5.0
Micro fih nadi mais kbir l casque chwiya 7ta mn l qualité dyal sot nadiya bzaf par rapport le prix,5.0
"Bad quality products, the microphone stopped working after only one week.",1.0
Wach mic kaykon hakak ola kaykhrj 7it mab4ach ikhrj liya,5.0
j'aime !,5.0
مزيان من ناحية الثمن او الجودة,4.0
De très bonne qualité,5.0
dayz .,5.0
Bon qualité prix merci jumia,5.0
"ila be3edt eliha shwia makatb9ach tcapter mzyan, wfiha lumiere zer9a kaderangi f dlam, sinon produit mzyan par rapport au prix.",4.0
Qualité prix,3.0
ناضية تقدر تخدمها مزيان,5.0
"makaykhdmch dima, khsk tb9a dekhlo et tkhrrjo bach 3llah ikhdem",2.0
هيا خدامة ولكين تقيلة و لمدا ديالها صغير و عادي تديكونيكطا من اي حاجة مخدمها بلبلوتوث,3.0
"Bad range, not detected sometimes, mono audio and microphone doesn't work.",1.0
Utilisé sur MSI GT70 2OC avec Windows 10. Le périphérique est reconnu mais ne marche pas. Aucun driver disponible sur internet qui marche avec ma config.,1.0
nadya % 100,3.0
Bon produit rapport qualité prix,5.0
Pas de bonne qualité,3.0
Merci comme desctis et comme photo,4.0
Zewin mo9aranata me3a taman,4.0
zwin bzaf ou rkhiss,5.0
جميل جدا لكنه يحتاج الى 8 رام اخرى,5.0
اعجبني كل شيء متل منتجات الكمبيوتر,5.0
Ram 8 Mezyan hit fin 8 ram taman mabihch,5.0
انصح به,5.0
Casque magnifique j'adore,5.0
احسن و ارخص سماعات جربت في حياتي❣️????????❣️,5.0
Ne connecte pas le HDMI,1.0
"Le produit est très bien, mais l'usage du téléphone par le livreur m'a indisposé... Il faut se rendre à l'adresse sans téléphoner...",2.0
pas au top,1.0
De le mettre moins cher,4.0
كنصح بيهم تمن مزيان او خدامين مزيان,5.0
machi kima bane liya f tsawere khososan clavier,1.0
parfait!,1.0
ماتماش,1.0
Pas mal,5.0
Article qui répond à mes attentes,5.0
khdam nichan f windows 10,5.0
Produit de qualité.Marche très bien.,5.0
chauffe un peu et porté inférieure à 20 m puisque c'est normal que c'est en utilisation interieure,4.0
"Can connect to multiple devices but experience some problems, Bluetooth headphones weird behavior, where the sound comes and goes. Ps4 Bluetooth controller 50ms delay where i get 11ms on a laptop Bluetooth",3.0
Produit conforme aux descriptions,5.0
Dito ou jerbto . Binissba les pcs li mafihoumch bleutooth intégrées wa3are walah ou nfa3ni bazzzaf mab9itch kan7taj nssift les documents mn tele lgmail bach nchargihoum fi mon pc et aussi kanrbat m3ah mon casque bluetooth la souris bleutooth. Kolchi sara7a wa3are super je le donne 10/10,5.0
le produit fonctionne très bien,4.0
bon produit,5.0
J'aime,5.0
fonctionnelle et rapide pour un PC raide aussi biensur,4.0
Je suis satisfait de ce disque dur. Le prix est très correct et la livraison rapide,5.0
"Good quality, Just to mention that the colors are slightly pale, not as vivid and contrasty as the picture.",4.0
Perfect,5.0
تمسح بسهوله حتي ادا وقع بها ماء سهلة التجفيف,5.0
Bon produit,5.0
Vraiment c'est super,5.0
Good,5.0
كبيرة طابي كيعطوك معاها هدية بونجة????????,5.0
منتج جيد,5.0
prix convenable et qualité top,5.0
"L'unité centrale marche bien, souri et clavier neuf, mais l'écran présente un défaut, impossible de centre l'image d'affichage, elle reste décalée malgré les tentatives de centrage ! Malheureusement, J'ai demandé un retour :-/",2.0
Mawslatnish m3ah shekara kifma dayrin f tswira wslatni shekara hp ke7la 3adiya lmhm pc khdam mzyan,3.0
مزيان خفيف المواصفات هيا هاذيك,4.0
Small Size but compatible ! it came with good condition as described in the details ! ++++,5.0
Le pc sa marche bien j’aime trop,4.0
نفس الموصفات الموجود عمالي وجيد بنسبة الي,5.0
Bien et rapide,4.0
BAE OKKKKKKKKKKKKKKKK,4.0
satisfait mais toujours j'attends ma facture et la garantie,5.0
Niceeeeee,5.0
حاسوب عملي وخفيف مطابق للمواصفات لي فالصورة من احسن ما خديت فجوميا,5.0
MZYANA 80CM/30CM,4.0
Super au toucher.,4.0
Zwina o s7i7a ! je recommande,5.0
خدمة نقية وصل مغلف مزيان و جودة ممتازة و الشحن سريع و احترافي رائع جدا,5.0
"Pour la deuxième fois et après retour de la 1ere table, objet cassé des bords",1.0
Wa3ra kansa7 bhad tbila,5.0
comme sur la photo avoir avec le long terme,4.0
Super fonctionne très bien,5.0
Bonne et rapide logistique (information et suivi de la commande),4.0
Produit de bonne qualité,5.0
i highly recommend it,5.0
Kolchi zwin,5.0
جيد جدا,5.0
Magnifique,4.0
revoir le design,1.0
Fait l' affaire. Rapport qualité-prix acceptable,4.0
Have enough space to store all your stuff,5.0
qualité nul,1.0
Hyper bien,5.0
Zwin le produit b7al li f la photo o hta livraison kant rapide,5.0
je suis pas satisfait du produit car il n'était pas identique à la description et à mes attentes en terme de qualité. (Produit chinois / copie),2.0
Très bon sac à dos,4.0
Pas grand chose,3.0
Les images sont trompeuses La qualité de produits vaut au plus 100 DH alors que je l'ai payé 250,1.0
جيد ممتاز,5.0
Authentique,4.0
"très pratique, prix intéressant, on ne trouve plus facilement les 8Go",5.0
MERCIII,5.0
C'est un bon produit et un prix très raisonnable,5.0
جيد جدا جوميا,4.0
10/10 süper,5.0
Bonne qualité,5.0
pratique,5.0
Capslok pas fonctionnel pour chiffres arabes,3.0
Rapport qualité /prix excellent,4.0
Très bon produit avec clavier arabe !,5.0
la qualitté la moins chére du marché...................,4.0
j'adore,5.0
C'est facile à utiliser et à transporter et surtout ça n'emcombre pas,5.0
"Je l'utilise maintenant depuis 1 mois, aucun soucis apparut, ça serait mieux s'il n'avait pas le petit voyant bleu (Lumière = Energie consommé) beau mais bête, a part ça tout est nickel",5.0
Mais trop cher,5.0
خدّام كما ينبغي,5.0
Bon produit,4.0
Ce produit est un fiasco...il ne repond pas du tout aux moindres attentes ...,1.0
"Fabrication solide, et c'est bien de l'USB 3.0 en ce qui concerne la vitesse de transfert de fichiers.",5.0
Works perfect,5.0
khdam mzyan,5.0
Top Conforme aux la description Je suis satisfait,5.0
جيد جد,5.0
"Large pour un ssd interne, besoin de support a l'intérieur (ou bien juste une petite éponge ou un petit bout de papier pour être serré et stable)",4.0
All good,5.0
جيدة جدا,4.0
Wa3raa akhay,5.0
Bon produit !!,5.0
رائعة ومميزة وكبيرة,5.0
Rapport qualité/prix bonne affaire.,5.0
La description est décevante! Le tapis mesure 70cmx30cm (pas 80cmx30cm). Rapport qualité/prix ça reste un bon tapis! Mais il y a d'autres offres jumia moins chères pour les tapis de 70cm. Mettez les bons mesures dans la description svp!,3.0
Top Mouse Pad <3,5.0
Pas mal,3.0
جملية مثل صورة,5.0
محفظة ممتازة ، وبها واقي للصدمات ، انصح بها,5.0
c'est un bon produit,5.0
Wakha mam3ahch l outie bach t7ayad switch,4.0
It sounds great,4.0
clavi nadya bjhd,5.0
Clavier green switch nadia gha howa maghdi h y3tiw sticker,4.0
المنتوج مزيان مقارنة بالتمن ولكن تعطل ف التوصيل و ما كاينينش الملصقات لي قالو معاه جات,3.0
"Le clavier est parfait, mécanique, compact arrivé en 2 jours.",5.0
Pc moyenne Livraison sans casque et avec cable de charge indispensable Concernant disque dur 500 hdd et pas 250 ssd Livraison rapide Je demande au vendeur de faire attention,3.0
bon produit,4.0
تبريد هائل شكرا لكم,5.0
أنصح به ????????,3.0
Koulchi mzyn nadi,5.0
هذا المنتج ماضيع للمال دقة سئ و يعط بسرعة,1.0
جودة ضعيفة,1.0
خفيفة في الإستخدام و مميزة,5.0
cette produit est 0,1.0
Je l'aime bien,5.0
its really good,5.0
Nickel,5.0
bon rapport prix/qualité,4.0
vraiment null,1.0
Très bien,5.0
منتج جميل افضل من الصورة انا راضي تماما عنه,5.0
toop bnsba l taman zwin sot mssafi,5.0
Fidel au model sur le site,5.0
De bonne qualité,5.0
Does a good job,5.0
Efficace.,5.0
Très intéressant,5.0
"C'est un bon article , ça marche bien et jolie couleur",5.0
"Très bon produit, prenant peu de place et esthétique",5.0
"Not bad for the keyboard, but the mouse still needs 2 batteries",3.0
"Clavier non conforme à la description et aux photos. Clavier non rechargeable, câble trop court,....",2.0
Pas avis,4.0
"Bonne qualité, conforme à la description",5.0
Les cartouches d encre ne marchent pas . Elles ne sont pas reconnues par l imprimante,1.0
A very good ssd I highly recommend it,5.0
Just excellent !,5.0
متواضعة الخياطة ناقصة,2.0
Cartable comme la photo Jaime mais le poche est serré ne peut pas prendre une bouteille d eau,4.0
شكرا منتج لا بأس به,4.0
J'ai bien reçu le pc...bon état merci,5.0
Je suis très déçu de ce produit J'ai acheté 2 pc portable mais j'ai un qui ne charge pas et l'autre qui apparaissent comme un pc déjà utilisé,1.0
mauvaise qualité éponge a la place du foam,1.0
"zero zero zero , matchriwhach",1.0
Bon produit,5.0
Bien,4.0
Bonne qualité et livraison rapide,5.0
trés bon,5.0
Chi logiciel ola chi tari9a bach tfi lighting dyl souris,4.0
Waa3rin bjouj claiver et la souris ????????????????????????,5.0
Khedam w qualité moyen dyal had taman,3.0
استخدام رائع للمبتدئين,5.0
جيد أعجبني,5.0
Je recommande!,5.0
Parmis les meilleurs qualitées,5.0
j'ai bien aimé mais il y a un problème : la plaque qui protège les piles se détache toute seule,5.0
Il répond à mes attentes,5.0
La qualité du microphone est très mauvaise. La voix devient robotique et les lumières du casque de s'allument pas. Très déçu.,1.0
Mzyer ala ras chwiya mic o sot zuin,3.0
-من ناحية الصوت ناضي 10/10 صوت واضح وف les jeux video كايتسمع الصوت دبنادم لي فليمن ولي فليصر مهم ناضي -من ناحية المايك 10/10 صوتي واضح ملي كاندوي معا شيحد من ناحية. Led RGB جاوني ماخدامينش ماكايتشعل تا شي ضو مي عادي ماعنديش مشكل مهم ننصح بيه,5.0
Good product,5.0
faut un logiciel pour le détecter et le formater,3.0
Top piassa mli7a,5.0
Oui mmmmmmm,5.0
TRES BONNE QUALITé LE SON EST OPTIMALE ET LE MICRO A UNE QUALITé TOP FRANCHEMENT JE CONSEILLE FORTEMENT CE PRODUIT POUR LES GAMERS DANS PC OU PS4 OU SWITCH OU XBOX,5.0
Khdam ghir les parametres chwiya s3ab limakay3arfch,4.0
Très belle souris,5.0
X96 mini,5.0
Satisfaite ????????,5.0
comme décrit . remote avec rétroéclairage.,5.0
Bon article et bon livraison,4.0
Conforme à la description G10 s Pro avec éclairage et micro,5.0
a+++ bon produit,5.0
"The remote it self is very good, but it came without its box and instructions. So i had to watch multiple reviews on YouTube to figure out how to configure the ir learning button and adjust the air mouse speed",4.0
Bonne affaire,4.0
botton micro ne fonctionne pas,3.0
Bon zrticle,5.0
I like it it's useful,5.0
Works fine,5.0
cool cool,5.0
toop de toop,5.0
"Cable très fragile, à manipuler avec attention.",2.0
très bon produit,5.0
WAS A GREAT PRODUCT,5.0
منتج ممتاز وسريع انصح به,5.0
Maniable/pratique/fluide,5.0
very wonderful,4.0
Ba9a khdama au mzn rir tokel 3llah,5.0
Bon produit,3.0
"A voir sur du long terme mais en tout cas, la souris fonctionne bien, par contre niveau rapidité du curseur cela reste léger",4.0
"Souris qui tient bien sûr le tapis, les boutant précédent et suivant sont très pratique. En fin de compte un très bon rapport qualité prix.",5.0
Pas encore essayé,3.0
ماوس رائعة,5.0
لا شيء,5.0
Très bon rapport qualité/prix. Garde les boissons chaudes jusqu'à 4h.,4.0
Très bon plan,5.0
Super pratique fonctionne parfaitement merci jumia pour le service,5.0
bonne qualité,5.0
J’aime bien,4.0
Le fer a repasser est de qualité très très moyenne je déconseille,3.0
"l'article comme la photo, elle marche très bien !",4.0
Produit moyen,2.0
Je recommende mzynnn,5.0
