cleaned_review,rating,sentiment
bonne affaire merci,5.0,positive
j adore,5.0,positive
carre comme un kiri,5.0,positive
pas mal,4.0,positive
cest magnifique,5.0,positive
bon produit,4.0,positive
impecable,5.0,positive
bon jeux,5.0,positive
chihaja lhrba,5.0,positive
bon jeux,5.0,positive
bon produit,4.0,positive
impecable,5.0,positive
pas mal,5.0,positive
jadore,5.0,positive
cest parfait cesr cool,5.0,positive
haute gamme,5.0,positive
produit original,5.0,positive
siuuuuuuu,4.0,positive
produit top,5.0,positive
livraison express,5.0,positive
bon jeux,5.0,positive
parfait,5.0,positive
bon produit,4.0,positive
impecable,5.0,positive
j adore,5.0,positive
magnifique jeu,5.0,positive
bon produit,4.0,positive
impecable,5.0,positive
bon jeux,5.0,positive
top,5.0,positive
bon produit,4.0,positive
impecable,5.0,positive
top du top,5.0,positive
bon jeux,5.0,positive
excellent,4.0,positive
bonne qualite,5.0,positive
ca demelle bien les cheveux j ai aime en utilisant avec le shampoing de la meme gamme,5.0,positive
good conditioner hydrating for all hair types if used properly but its runny texture makes it a bit wasteful compared to other garnier conditioners,4.0,positive
livreur professionnel,5.0,positive
excellent,5.0,positive
lun des meilleurs produits de narta,5.0,positive
,5.0,positive
lodeur est un peu bizarre mais pr le prix ca vaa,3.0,positive
magnifique texture,5.0,positive
livraison rapide je recommande,5.0,positive
il cache les cernes,4.0,positive
nshf@,1.0,negative
cest pratique,5.0,positive
zwin bzfee,5.0,positive
jadore ce mascara effet khol magnifique,5.0,positive
katla3 rmoch w makatls9homch,5.0,positive
tres bon produit,5.0,positive
parfait,4.0,positive
mauvais produit,1.0,negative
jaime bien je vous le recommande,4.0,positive
mzian mais ghali bzaffff,3.0,positive
satisfaite,5.0,positive
zwin saraha mazal nakhdu huwa mefto7 ki couverer mzian,4.0,positive
une couleur orange mate et hydratent,4.0,positive
la creme hydratante cest fair and lovely f emballage jdid,2.0,negative
la creme cest pas comme je voulais,4.0,positive
zwine katbqa lodeur dyalo lasqa f che3r hta le troisieme jour kirteb bzf mais kidir lqechra,5.0,positive
je recommande,4.0,positive
tattoo linermshy Hsn jwdh,4.0,positive
le liner est juste magnifique,5.0,positive
authentique,5.0,positive
tres bonne consistance reste longtemps mais il est un peu orange pas nude,3.0,positive
kiretb w rihto zwina ms mafihch loun,4.0,positive
c bien,4.0,positive
le defaux ce quil est deja consomme la bouteille est vide,3.0,positive
couleur top et ca dure toute la journee,5.0,positive
livraison rapide et la couleur est tres bonne meme si elle est plus claire que sur la photo,4.0,positive
jyd jd,5.0,positive
je naime pas decus,1.0,negative
jaime ces gloss vinyl bonne formule qui dure toute la journee jen ai en plusieurs teintes mais jai remarque quils donnent des couleurs differente dune personne a lautre par ex punchy est marron un nude parfait pour moi mais clair pour ma copine,5.0,positive
meilleur offre,5.0,positive
gloss fen makayethiyedch wakha heta takli ou mascara fena makatlese9ch chfar w kateb9a,5.0,positive
j utilisais l anticerne deja mais le find de teint il est plus clair que moi fallait idirou la reference 06 et fih wahd l odeur bhal dial les cremes solaire,5.0,positive
must have les filles,5.0,positive
tres bon,5.0,positive
zwiiiine wakha nachef,1.0,negative
jmyl jyd,5.0,positive
il est bien sauf que ca se consomme vite,4.0,positive
kireteb oghezal makrahtkomch t3awrdo diro fih sold,5.0,positive
wl mr@ t`rDt llnSb jwmy shkr khlSt 42drhm twSlt bHb@ wHd@ shkr srqtkm,1.0,negative
zwyyyyyyyyyyn bzf,5.0,positive
les deux,5.0,positive
mziwen 3jbatni ta9e6iya dyalou wlakin ja chwiya Gmq lwn dyly lns ly lbshr@ dylhm byD@ knSHhm ykhdw nmr@ 01 wla 02 n khdyt nmr@ 03 jtny Gmq@ shwy@ shy Hj@ wkhr fhmtsh `lsh lfwndytyn mktwb made in china lkwnsylr mktwb mede france,4.0,positive
couleur zouina kanakhdha w n3awd nakhdha et kayb9a toute journee wakha takli wtcharbi,5.0,positive
mntwj mmtz,5.0,positive
petit mais efficace,4.0,positive
pas de fraicheur,3.0,positive
zwin je recomande meme pour les brunes,4.0,positive
llwn qwy bzf mjshy m`y kylsq mzyn llwn bHl hdk flSwr@ blDbT,3.0,positive
zwin w authentic,5.0,positive
texture mousseuse application facile et precise en plus il tient toute la journee,5.0,positive
belle couleur et katb9a moda twila,5.0,positive
jolie couleur avec une longue tenue,5.0,positive
long lasting,4.0,positive
zwin loun fance,5.0,positive
good concealer i recommend,5.0,positive
le meilleure prix sur le marche c bcp plus cher ailleurs,5.0,positive
couleur peche nude parfait pour les peaux blanches very light peachy color,5.0,positive
loun chwiya fonce 3la loun li kayban kay3ti chwiya orange,5.0,positive
super hydratant,5.0,positive
je recommande,5.0,positive
deuxieme achat et je vous remercie beaucoup jumia,5.0,positive
vraiment ils sont tooop,5.0,positive
Hbbt lmntwj wlkhdm@ wlthmn,5.0,positive
mascara incroyable et rouge a levre tres resistant,5.0,positive
jaime pas,1.0,negative
couleur seduisante je la recommande,5.0,positive
b9a m3aya nes nhar wakha klit o chrebt,5.0,positive
magnifique couleur,5.0,positive
mkynsh shy ntyj@ zwyn@,3.0,positive
llwn mkynsh zwyn wlmntwj mkynsh ntyj@ zwyn@,3.0,positive
wSlwny flSwr@ shkr llby'` wshkr jwmy,5.0,positive
jmyl@ rTb@,5.0,positive
rwwwwww`@,5.0,positive
Glf ll`b@ mbyn lGlf lkhlfy ll`b@ blsbny@ lby'` kdhb Gsh l`ln ll`b@ fjyd@ jmyl@,1.0,negative
sama7aho lah,1.0,negative
3la 3omri ma3raftch chi haja khayba kima hadi,1.0,negative
ll`b@ mshy lSwr@ wlGlf mktwb blsbny@ wll`b@ mktwb `lyh blfrnsy@,1.0,negative
lah yakhad l7a9 wla y7afd,1.0,negative
knt ntZr ll`b@ lSly@ llsf tkn,1.0,negative
tfo kdub,1.0,negative
top,5.0,positive
authentique,5.0,positive
bonne qualite,5.0,positive
tres confortable,4.0,positive
authentique,5.0,positive
confortable et identique a la photo,5.0,positive
produit conforme,5.0,positive
1010,5.0,positive
parfait,5.0,positive
bonne qualite,5.0,positive
magnifique,4.0,positive
zwina surtt lnnass li kaydiro la marche,5.0,positive
bon qualit bon livraison bon service,5.0,positive
lshkl,5.0,positive
produit original,1.0,negative
a ne pas rater waaa3ra,5.0,positive
confortable zwin,5.0,positive
nice one trop style,4.0,positive
merci jumia,5.0,positive
mazyana,4.0,positive
zwina f choufa mais chwiya 9ass7a kadbar made in indonisia,3.0,positive
nice pas mal,5.0,positive
pas mal,3.0,positive
mzyna otaman monasib,5.0,positive
bien,5.0,positive
top,5.0,positive
mzyana,5.0,positive
parfaite,5.0,positive
jaime bien le design mais la semelle est dure pour les pieds dun enfant la qualite est bonne good shoes but the sole is hard for the little one,4.0,positive
top,5.0,positive
satisfait,5.0,positive
bon,4.0,positive
produit original,5.0,positive
sbrdina zwina wkolchi howa hadak chokran,5.0,positive
wlh ila prix zwin original lah i3tikom sa7a,5.0,positive
bonne rapport qp,5.0,positive
livraison record merci jumia,3.0,positive
khdytw kdw kybn Gzl,5.0,positive
sbardina zwina btaman monasib wslatni l sebaa aiyoune bsor3a kolchi howa hadak chokran,5.0,positive
original,5.0,positive
confortable,4.0,positive
bonne qualite,4.0,positive
confortable,4.0,positive
super,5.0,positive
jyd,4.0,positive
je recommande,5.0,positive
bien,5.0,positive
cest leger,3.0,positive
confortable,4.0,positive
zwina bzaf o taman monasib,5.0,positive
lb's,3.0,positive
couleur top,5.0,positive
3ejbatni nadya,5.0,positive
mon mari a adore,5.0,positive
mntj Sly jwd@ mtwsT@,5.0,positive
zwina walakin dey9a fel 3erd chwiya,4.0,positive
super merci,5.0,positive
confortable,5.0,positive
produit authentique,5.0,positive
retb ou sekhoun,5.0,positive
top top,5.0,positive
pratique,5.0,positive
ghir jatni sghera chwiya,4.0,positive
inconfortable,1.0,negative
top du top rajli 3jbo bzaf mochkil makaynch taille sghar wkaha dayrine unisex makayn 38 37 et khodo taille wahda zayda,5.0,positive
confortable,5.0,positive
pointure trop serree,3.0,positive
prenez de pointure de plus,5.0,positive
parfait,5.0,positive
pas originale,3.0,positive
magnifique,5.0,positive
zewina bzzzf,5.0,positive
bonne qaulite,5.0,positive
vraiment confortable toop,5.0,positive
confortable,5.0,positive
du vrai birkenstock,5.0,positive
jadoooooore,5.0,positive
super confortable,5.0,positive
tHyl,2.0,negative
ca va normal,3.0,positive
j aime,4.0,positive
ma bihch,5.0,positive
bien,5.0,positive
bien,5.0,positive
je donne 5 sur 10,3.0,positive
excellent qualite,5.0,positive
mqs mnsb Swfy,4.0,positive
pas mal,3.0,positive
bon article,4.0,positive
bon article,4.0,positive
authentique,5.0,positive
mezyana bkack friady,5.0,positive
super produit,5.0,positive
confortable,5.0,positive
top zwin ms ri7a dyal lcuir fiha mjehda bzaaf,5.0,positive
shy,5.0,positive
mrk@ Sly@ jwd@ mmtz@,5.0,positive
khari makansa7komch tchrih kolchi fih m3ankach ta7aja mama9ada ndamt 3lah chrito,2.0,negative
jyd,4.0,positive
bhal photo rezala f lebsa o tissu bach msawba mzyn,5.0,positive
trop sympa,5.0,positive
jumia zero,5.0,positive
merci jen suis contente,5.0,positive
sandale confortable,5.0,positive
bonne qualite,5.0,positive
la qualite est top,5.0,positive
confort,5.0,positive
taille large,4.0,positive
,4.0,positive
produit de bonne qualite,5.0,positive
magnifique,5.0,positive
b's,3.0,positive
zwiiina,5.0,positive
cool,4.0,positive
zwinin,5.0,positive
bonne qualite,5.0,positive
pratique,5.0,positive
leger et utile,5.0,positive
pas mal khask takhod taille kbira 3lik bzf bax ylh yji 9dek,3.0,positive
la taille hiya hadik w skhikhna,4.0,positive
Hd ry'`,5.0,positive
wa3ra w taman monassib,5.0,positive
qualite top,5.0,positive
wa3ra bzaaf,5.0,positive
nadya original,5.0,positive
magnifique,5.0,positive
bn,4.0,positive
bien,5.0,positive
ghir z3am tob nta3hom 9tan,5.0,positive
le tissus mazwinch bzaf,3.0,positive
ghzaaaala,5.0,positive
bon bon,5.0,positive
tres joli,5.0,positive
fna kanshkom bija,5.0,positive
mzyanna makatk7alx,5.0,positive
je le recomande,5.0,positive
je recommande pas,1.0,negative
bon pantalon,4.0,positive
la rapidite,5.0,positive
pas mal,3.0,positive
il me plait,5.0,positive
qualite zouina,4.0,positive
rTb,5.0,positive
jaime,5.0,positive
coton sympa,3.0,positive
bonne qualite,5.0,positive
produit cotton egypte impecable,5.0,positive
bon prodouit,3.0,positive
produit zwin saraha wmzal masddach lia,5.0,positive
ltmn jyd jd,5.0,positive
,4.0,positive
pas mal,3.0,positive
mw'lm wsy',1.0,negative
jai commande 39 et jat kbira bhal ila labsa 40,1.0,negative
zwyn mryH,5.0,positive
thwb jyd,5.0,positive
top 5 etoiles,5.0,positive
qualite shwia 3yana ms bnesba ntaman rah zwin oki9di gharad,4.0,positive
ry'` 'nSH,5.0,positive
top et originale,5.0,positive
1010,5.0,positive
super,5.0,positive
top top,5.0,positive
chwaya,3.0,positive
top ras,4.0,positive
pratique,5.0,positive
pas mal,4.0,positive
cute,3.0,positive
super qualite,5.0,positive
excellent jumia,5.0,positive
deghia tchereg,3.0,positive
,5.0,positive
zwiwen,4.0,positive
pa mal bon prix,4.0,positive
t shirt zwin bzf,5.0,positive
nadi,4.0,positive
had t shert kibayan kolchi mn ldakhal ya3ni darori khask tlbas chi haja lbayda mn taht,3.0,positive
pas mal,5.0,positive
produit parfait,4.0,positive
qTn zwynyn,4.0,positive
bien coton,5.0,positive
excellent haut belle matiere,5.0,positive
excellent qualite,5.0,positive
bon tissu,4.0,positive
zweena,5.0,positive
lb's,4.0,positive
,4.0,positive
pas mal,3.0,positive
ps mal,4.0,positive
elle noicir nul,1.0,negative
srwl ry'`,5.0,positive
parfait,5.0,positive
jmbl,4.0,positive
zewina,5.0,positive
chofo ana mli chritha tshabni original walakin wakha tchofo boutique officiel rah machi original walakin saraha raha zwina omakatkarfch dgia,2.0,negative
mzyana walakin chwiya 9assha,5.0,positive
ras ras,4.0,positive
conforme,5.0,positive
c bon,4.0,positive
zuina mais r9i9a o tuila,4.0,positive
trop serre,2.0,negative
bon profuit,5.0,positive
pas mal,3.0,positive
bon service,3.0,positive
jai adore le culottes rouge il est confortable w,5.0,positive
merci,5.0,positive
ras il est bien,4.0,positive
je ladore,4.0,positive
magnifique,4.0,positive
jaime trop,5.0,positive
pas mal mabihoumch,3.0,positive
niceeeeeeee,5.0,positive
pas mal,3.0,positive
j aime,5.0,positive
tres jolie wldii 3jbato bzzf,5.0,positive
pas mal,4.0,positive
nice,4.0,positive
thats so cuute,4.0,positive
pas brillant comme la photo,4.0,positive
jaime,5.0,positive
,5.0,positive
waldi 3ajbo bzzf,5.0,positive
wow,5.0,positive
bonne qualite,5.0,positive
,5.0,positive
tissus tres bon la coupe chwia w safi bande entre cuisses trop large,3.0,positive
pas mal,3.0,positive
sghiwra mingon mai zwina,3.0,positive
magnifique montre,5.0,positive
a lapporte,5.0,positive
top,5.0,positive
jadore,5.0,positive
,5.0,positive
casquette ok,5.0,positive
je la porte everydayyyy,5.0,positive
,5.0,positive
mzianin,5.0,positive
confortable o zwin,5.0,positive
cuuir tres bon,4.0,positive
00,1.0,negative
il est parfait,4.0,positive
parfait,5.0,positive
ok,5.0,positive
ry'` jd,5.0,positive
exellent,5.0,positive
hya zwina mais ghir khoudou taille kbira bjouj merrat plus que dak logo kiban sghir mais hua kbiiir si non skhouna omoriha,3.0,positive
bravo,5.0,positive
bon tissu,4.0,positive
pa s mal,2.0,negative
tres plaisant,5.0,positive
merci,5.0,positive
cher de 30,2.0,negative
moyen ik,3.0,positive
j aime,5.0,positive
wa3ra bzaf,5.0,positive
10 sur 10,5.0,positive
hyper confortable,5.0,positive
top authentique,5.0,positive
je recommande,5.0,positive
matiere coton,4.0,positive
zwin bzzaf,5.0,positive
idem que la photo,4.0,positive
j aime,5.0,positive
jadore,5.0,positive
belle arnaque,3.0,positive
qualite prix,5.0,positive
conforme,4.0,positive
tres bien,5.0,positive
bon produit,4.0,positive
mntj sy,1.0,negative
mqbwl `mwm,3.0,positive
zwyn bzf,5.0,positive
rien a signaler,4.0,positive
parfait,5.0,positive
bien,5.0,positive
trop serre,2.0,negative
wa3riiiiiin,5.0,positive
il eat magnifique,5.0,positive
tissus,5.0,positive
khfif zwinnn,5.0,positive
llwn,5.0,positive
jaime,5.0,positive
sghir bzaaf,3.0,positive
mauvaise affaire,1.0,negative
nhesitez pas albnat zwina,5.0,positive
bonne qualite,5.0,positive
theyre so big bro,3.0,positive
ras,4.0,positive
zewine mo9arana bi tamane,5.0,positive
zwin cv ms machi chi jeld se7i7,4.0,positive
jalde dyalo zwine ou mouri7 je le donne 1010,5.0,positive
zwina ombrda,5.0,positive
top 10,5.0,positive
j aime,5.0,positive
magnifique,5.0,positive
produit identique,5.0,positive
cassueyta dyal lbard,5.0,positive
exellent,5.0,positive
pratique design magnifique,4.0,positive
pas mal,3.0,positive
pas trop,3.0,positive
bien,4.0,positive
pas mal,3.0,positive
mqs mnsb,1.0,negative
manque poches,3.0,positive
top tres jolie,5.0,positive
merci,5.0,positive
f la realite kiban bhal duk snislat diyal 10dh,2.0,negative
merveilleuse,5.0,positive
top de top,5.0,positive
3jabni,5.0,positive
yes,5.0,positive
parfait,5.0,positive
j aime,5.0,positive
ykwn durable,4.0,positive
parfait,4.0,positive
toop,5.0,positive
toooooooooop,5.0,positive
magnifique,5.0,positive
cest nul,1.0,negative
le gris,5.0,positive
coton,3.0,positive
shy,5.0,positive
saraha sabat zwin bhal li fi sora,5.0,positive
jaime,5.0,positive
satisfait,5.0,positive
pas mal,4.0,positive
mzyana,4.0,positive
,5.0,positive
bien,5.0,positive
c joli,4.0,positive
w taman tkhis,5.0,positive
mauvais tissus,1.0,negative
bon prduit,4.0,positive
b1,5.0,positive
confortable,5.0,positive
dayra bhal chi khancha wj pris ma taille mais kbira wmamfasla ma walo,2.0,negative
machi comfortable 9as7a chwia,3.0,positive
belle robe,5.0,positive
parfait,5.0,positive
mntj bs,4.0,positive
original,5.0,positive
dghia t9t3li,2.0,negative
legere,3.0,positive
precis,5.0,positive
jmyl shklh rqy,5.0,positive
lshkl ry'`,5.0,positive
c est moyen,3.0,positive
bon rapport qualite prix,4.0,positive
satisfait,5.0,positive
zwiiina,5.0,positive
pas mal,5.0,positive
the best,5.0,positive
des boucles zwiiniine ghaliiban ghadin y3ajbokom,5.0,positive
des boucles zwiiniine ghaliiban ghadin y3ajbokom,5.0,positive
je valide,5.0,positive
impeccable merci,5.0,positive
ras ras,3.0,positive
mori7a makatdber ma kat3deb wkha tdreb biha tri9 bzf,5.0,positive
chaussure confortable,5.0,positive
excellent produit,5.0,positive
je le recommande,4.0,positive
cuir dur,3.0,positive
je recommande,4.0,positive
merci jumia,5.0,positive
la couleur,5.0,positive
mauvise qualite pendant la photo,1.0,negative
mwntj jmyl,4.0,positive
`dy,3.0,positive
je le recommande,5.0,positive
joli joi,4.0,positive
Hsn mntwj,5.0,positive
parfait,5.0,positive
kifma la photo,5.0,positive
gris,3.0,positive
satisfait,4.0,positive
jyd,5.0,positive
nice,5.0,positive
beau t shirt,5.0,positive
decu,1.0,negative
zwina khfifa,5.0,positive
confortable,5.0,positive
top d top,5.0,positive
pas mal,4.0,positive
excellent comme la photos,5.0,positive
parfait,5.0,positive
l emballage insatisfaisant,2.0,negative
magnifique,5.0,positive
bien,3.0,positive
jaime,5.0,positive
pantalon noir basic,2.0,negative
jaime trop,5.0,positive
pas mal,4.0,positive
,3.0,positive
cest jolii,5.0,positive
bonne reltion qp,4.0,positive
mmtz jd,4.0,positive
dkwr lmntj 1010 jwd@ lmntj 010,1.0,negative
bien bien,3.0,positive
qualite superieur,5.0,positive
top,5.0,positive
`jbny,5.0,positive
mmtz mmtz,5.0,positive
top,5.0,positive
wa3rine,5.0,positive
pratique,5.0,positive
zwinin okima f taswira,5.0,positive
tissu chwiya skhon w basic,5.0,positive
mabqach f loin dialo,3.0,positive
ghzalin bzfff ta t3amol m3a siyad f point relais zwin driiyf bzf,5.0,positive
confortable,5.0,positive
cotton magnifique,5.0,positive
jaime,4.0,positive
tissue tres jolie,5.0,positive
jwd@ tSny`,1.0,negative
quality mabihach chritha f 2021 daba rah 2023 wlat 7altha toub dyalha 5fif ma chadch mzyan mou9aranatan m3a w7da5ra knt chritha apres mn swi9a mais hadi sbrat m3aya 3amayn w rah katbhat mn lounha,3.0,positive
plus solide,2.0,negative
saraha mziyan w qualite,5.0,positive
bien correct,4.0,positive
pas mal,4.0,positive
top 100000,5.0,positive
thwb jyd,5.0,positive
nice one tnank you,5.0,positive
bon,3.0,positive
j adore le tissu elegant,5.0,positive
pas mal,3.0,positive
confortable,4.0,positive
bien,5.0,positive
pas super mais sa passe,3.0,positive
bon qualite,3.0,positive
mantoj khaaaaayb daghya tkhasar,2.0,negative
mmtz,4.0,positive
j aime,5.0,positive
khodo taille sghar menkoum 34 rah katlabass 38,4.0,positive
conforme,4.0,positive
generalement zwinin ghir chwia mailin o khas trad lbal laiti7o,4.0,positive
zwyn bzf,5.0,positive
jyd,5.0,positive
dessus,1.0,negative
`jbny bzf,5.0,positive
pratique,4.0,positive
trop serre,2.0,negative
zwina wlkn rah matwilach bzf ila kan 3ngek kbir ghadi t9jk,3.0,positive
nDy@ bzf,5.0,positive
over price,2.0,negative
confortable,5.0,positive
jadore cet article,5.0,positive
bonne qualite,4.0,positive
bien,4.0,positive
jai adore,5.0,positive
mantouj fe lmostawa,5.0,positive
merxi jumia,3.0,positive
sandales adilette noires unisexe,5.0,positive
merci bcp,5.0,positive
waaao superbe,5.0,positive
parfait,5.0,positive
bien,3.0,positive
confort,4.0,positive
je recommande,5.0,positive
recomendable a 100,5.0,positive
tres doux comfortable,5.0,positive
je recommande,5.0,positive
thwb zwyn,5.0,positive
D`yf,2.0,negative
pas mal,3.0,positive
je recommande pas,2.0,negative
original,5.0,positive
produit de bonne qualite,5.0,positive
la qualite du cuir,5.0,positive
super qualite,5.0,positive
le pantalon est long,5.0,positive
jaime,4.0,positive
skhouna mais kat7abeb,3.0,positive
la finition nest pas celle que jattendais,3.0,positive
satisfaite,5.0,positive
parfaite,5.0,positive
satisfaite,5.0,positive
b's,4.0,positive
comme la photo et cute jai pris 5 pour moi et mes amis jmyl jd `jb Sdqy'y,5.0,positive
qualite chwiya na9s a,4.0,positive
top d top,5.0,positive
b's,3.0,positive
originalcomme la description,5.0,positive
confortable,5.0,positive
3ejbet rajli,4.0,positive
merci jumia,5.0,positive
professional,5.0,positive
mntj 'Sly,1.0,negative
lH bl@@w@@,1.0,negative
il est mimi merci jumia,5.0,positive
ry'`@,5.0,positive
woow very nice 3jbatni bzaaf,5.0,positive
jaime,4.0,positive
sarraha zwinin w batman monassib 99 dh,5.0,positive
super coll,5.0,positive
super,4.0,positive
zwyn,5.0,positive
tres joli,5.0,positive
je recommande,5.0,positive
its ok,3.0,positive
moins de largeur,4.0,positive
conforme,5.0,positive
toubha zwinee rtabb,5.0,positive
zwina ghir le pontalon kaytla9 sbagha ma khasouch ykoun kaytla9,4.0,positive
r9i9 bezaf,3.0,positive
jolie j aime,4.0,positive
sur mesure bien,5.0,positive
thwb rdy jd,1.0,negative
mzian saraha,4.0,positive
joli ensemble,4.0,positive
mntj rdyy',1.0,negative
mntj syy',1.0,negative
super montre fena,5.0,positive
confortable leger,4.0,positive
parfait,5.0,positive
magnifique,5.0,positive
satisfait,5.0,positive
jolies,3.0,positive
de bonne qualite merci jumia,5.0,positive
bas mall,5.0,positive
41 hya 39 lmohim la 3ala9a,1.0,negative
niceeeeeeeee,5.0,positive
coton souple,5.0,positive
produit mediocre,3.0,positive
ry'`,5.0,positive
montre zwina bzaaaaf top,5.0,positive
7ssen mn la photo,4.0,positive
jaime,5.0,positive
satisfaite,5.0,positive
xl sghira bzf machi nefs taille,5.0,positive
cheap logo,1.0,negative
,1.0,negative
pas mal,3.0,positive
confortable,5.0,positive
bonne prodruit,5.0,positive
vrai cuir,5.0,positive
hia rah tar9riban f7al li f sora ghir machi f7al li kont metwa9e3a,5.0,positive
top,5.0,positive
chaussure mezyan,5.0,positive
mzyn mryH,5.0,positive
`lq@ bSwr@,2.0,negative
jmyl jyd,5.0,positive
tatakae too nice,5.0,positive
lqualite chwya 3yana design zwin,3.0,positive
magnifique,5.0,positive
top top,5.0,positive
sabot 3jbni bzaaf ou 3jb lwalid ou mourih bzzzf,5.0,positive
comfort et original,5.0,positive
j adoore merci,5.0,positive
satisfaite,4.0,positive
khfifa et confortable,5.0,positive
satisfait,5.0,positive
supper,5.0,positive
mntjt sy',1.0,negative
jai pas aimer,1.0,negative
sandal 3adia mais khfifa fi rjal tres simple,5.0,positive
zwina bzaf et tissu skhon ot9il merci koton,5.0,positive
je recommande,5.0,positive
conforme,5.0,positive
top top top pantalon classe,5.0,positive
conforme,5.0,positive
parfait,4.0,positive
jaime,5.0,positive
zwenaa ms transparante daruryy 5as itlbes te7tha la qualite mabihash pas grand chose ms 9adya gharad,3.0,positive
merci jumia,4.0,positive
zwiiiiina,4.0,positive
wa3er bezaf,5.0,positive
c est nul ce n est pas du coton,1.0,negative
coupe et matiere,5.0,positive
coupe et matiere,5.0,positive
kit7ebeb chwiya ms skhon,5.0,positive
j aime,5.0,positive
joli decor,4.0,positive
super produit,5.0,positive
classique,5.0,positive
ghir kaytssbno makayb9awch zewinine,2.0,negative
pas mal,4.0,positive
kichbh ltswira o zwin bzaf kolchi parfait,5.0,positive
quality mabihach 810,4.0,positive
mzeeewnen o rkhas,5.0,positive
tres utile,5.0,positive
bonne qualite,5.0,positive
sabot medical confortable,4.0,positive
pas malca va,4.0,positive
jadore,5.0,positive
litwila ghadi ijiha 9sir,3.0,positive
a evite,1.0,negative
pas mal,4.0,positive
zwina mais la taille chwiya kbira,5.0,positive
bon meme prbl size,3.0,positive
kilchi zin,5.0,positive
khas tkon tsawar 7ta man dkhal,1.0,negative
pas mal,2.0,negative
mauvaise qualite,1.0,negative
top vest,5.0,positive
bien,5.0,positive
confort,4.0,positive
magnifique,5.0,positive
naaadya,5.0,positive
merci,5.0,positive
excellent produit,5.0,positive
rTb wmryH,5.0,positive
cute i guess,5.0,positive
effet plastique peu qualitatif,4.0,positive
3teto liha hia twedro,4.0,positive
jd ry'`,5.0,positive
nuuuuuuuuuuuuuuuul,1.0,negative
je recommande,5.0,positive
jaiiime,3.0,positive
conforme,5.0,positive
zwiiiiiiiiiin bzaf,5.0,positive
top,5.0,positive
c est parfait confortable,4.0,positive
Hbytw bzf,5.0,positive
top produit,5.0,positive
w3er bzaf,5.0,positive
parfait,4.0,positive
lbs,5.0,positive
b's,3.0,positive
satisfait,5.0,positive
joli chic,5.0,positive
la mm chose que image,4.0,positive
seftolia loun w7dakhor machi li kayn f tswira,1.0,negative
il nest pas authentique il sest vite oxyde,1.0,negative
jolie bracelet en cuivre,4.0,positive
bien,4.0,positive
3yaaan deforme,2.0,negative
confortable ma bihach,4.0,positive
bon tissu,4.0,positive
produit conforme,5.0,positive
zwyynyn,5.0,positive
bon tissu,3.0,positive
le collier est joli,3.0,positive
mthyr jd,5.0,positive
zwiiin,5.0,positive
jadore exelent,5.0,positive
moyenment bon,3.0,positive
fragile,3.0,positive
correct qualite prix,5.0,positive
mntj sy jd,1.0,negative
khoya rak nadi ti9a layjib tisir sal3a mliha mfiha hta 3ib,5.0,positive
pas mal,2.0,negative
top d top,5.0,positive
sabot 3jbe lwalid ou zwin fchkel dyalo,5.0,positive
topppp,5.0,positive
zwin bzaf,5.0,positive
,5.0,positive
confortable,5.0,positive
confortable,5.0,positive
la ceinture se plie il ne tient pas sa forme,2.0,negative
,5.0,positive
zwina bzf,5.0,positive
chkel dialo zwin mais toub dialo ma zwinch,3.0,positive
je recommande,5.0,positive
bravo,5.0,positive
bonne qualite de coton,5.0,positive
jyd jmyl,4.0,positive
excellent,5.0,positive
pratique,5.0,positive
super qualite,5.0,positive
recommended,5.0,positive
je recomande,5.0,positive
ry'`,5.0,positive
facile et efficace,5.0,positive
satisfait,5.0,positive
il est parfait,5.0,positive
bon choix,5.0,positive
il es efficace,4.0,positive
assez bon,3.0,positive
tooop,5.0,positive
original official walkin made china machi france ms original,5.0,positive
3 foi 1,5.0,positive
pas mal,3.0,positive
pas top,1.0,negative
la marque tatch top,5.0,positive
excellent produit,5.0,positive
tres pratique,5.0,positive
parfait,5.0,positive
l@ Gsyl jyd@ w`mly@ wshl@ lst`ml nSH lbHth `ml lSlH,4.0,positive
merci cest bon,5.0,positive
zwina bzaf,4.0,positive
jyd,5.0,positive
je le recommande,5.0,positive
je recommande,5.0,positive
pratique,5.0,positive
commande satisfaisante,5.0,positive
quality,5.0,positive
produit performant,5.0,positive
as description,5.0,positive
9adiya lgharad khfifa bzf kadr plastique,5.0,positive
fonctionne parfaitement,5.0,positive
parfait,1.0,negative
efficace usb et type c,4.0,positive
bon produit et tres facile a etuliser,4.0,positive
bonnnjjhf,5.0,positive
parfait,5.0,positive
merci jumia,5.0,positive
je recommande,5.0,positive
i love jumia app,5.0,positive
satisfaite,5.0,positive
magnifique,5.0,positive
bon qualite,5.0,positive
ordinaire,5.0,positive
je recommande,5.0,positive
good,4.0,positive
top top top,5.0,positive
bon rapport qp,4.0,positive
jrbh Hbbth,5.0,positive
lbs,3.0,positive
j aime,5.0,positive
pas mal,3.0,positive
je recommande,5.0,positive
pratique et performant,5.0,positive
khedam mzyan,4.0,positive
prenez vos mesures car il est large,5.0,positive
excelent produit,5.0,positive
ry'`@,5.0,positive
magnifique,5.0,positive
bon valeurprix ratio,5.0,positive
tres bon je recammande,5.0,positive
lbs,4.0,positive
bTyy' nw`,4.0,positive
zwina kathan mazyan,4.0,positive
top,5.0,positive
rai3a akhedit joj,5.0,positive
